Country,Market,Date,Product,Price Min,Price Max,Unit,Change,URL
Poland,Lodz (Zjazdowa),30.07.2026,cucumber kiszeniak,1.05 €,1.68 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,cucumber lightly salted,1.47 €,2.51 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,currant black,3.14 €,4.19 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,currant red,2.09 €,2.93 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,dill,2.09 €,4.19 €,"10,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,flat-leaf parsley,2.09 €,3.35 €,"10,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,garlic,0.21 €,0.63 €,"1,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,ginger,2.93 €,3.35 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,gooseberry red,2.51 €,3.35 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,gooseberry rose large,3.77 €,5.03 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,gooseberry white,2.93 €,4.19 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,grape dark Italian,3.77 €,4.19 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,grape light Italian,2.51 €,4.19 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,grapefruit red,1.47 €,1.88 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,horseradish,12.57 €,18.85 €,"5,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,kiwi Gold,0.94 €,1.26 €,"1,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,kiwi basket,2.72 €,3.14 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,kiwi new Zealand,0.52 €,0.73 €,"1,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,kohlrabi,3.14 €,5.24 €,"10,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,leaf laurowy,3.56 €,5.03 €,"1,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,leek,3.14 €,5.24 €,"10,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,lemon South Africa,1.68 €,2.09 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,lettuce,0.52 €,0.73 €,"1,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,lettuce iceberg,0.63 €,1.05 €,"1,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,lettuce mix,0.94 €,1.05 €,"150,00 g",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,lettuce roman,1.05 €,1.26 €,"1,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,lime,3.14 €,3.77 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,lovage small,0.84 €,1.05 €,"1,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,mandarin South Africa,1.57 €,2.3 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,mangoes,1.26 €,1.68 €,"1,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,melisa small,0.84 €,1.05 €,"1,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,melon,2.09 €,2.51 €,"1,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,mint big,1.26 €,1.47 €,"1,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,mint small,0.84 €,1.05 €,"1,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,mushroom,4.19 €,7.33 €,"3,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,nectarine,1.26 €,2.09 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,onion shallot,5.24 €,8.38 €,"5,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,onion spring with chives,2.09 €,7.33 €,"10,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,onion with skin,3.77 €,6.28 €,"15,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,orange,1.47 €,1.88 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,parsley,5.86 €,6.91 €,"5,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,peach,14.66 €,18.85 €,"10,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,peach ufo,1.88 €,2.51 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,pear Conference,18.85 €,20.94 €,"12,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,pepper blondy,5.24 €,7.33 €,"5,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,pepper chili,4.19 €,5.24 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,pepper green,5.24 €,7.33 €,"5,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,pepper red,7.33 €,10.47 €,"5,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,pickled gherkins,1.68 €,2.3 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,pineapple,1.05 €,3.56 €,"1,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,pineapple honey,3.77 €,4.19 €,"1,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,pitahaya( smoczy owoc),4.19 €,5.65 €,"1,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,plum,0.63 €,1.88 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,potato,2.09 €,4.19 €,"15,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,pumpkin,1.05 €,1.68 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,radish,0.31 €,0.52 €,"1,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,raspberry,1.57 €,2.62 €,"250,00 g",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,red onion,2.09 €,4.19 €,"5,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,rosemary large,2.09 €,2.51 €,"1,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,rosemary small,0.84 €,1.05 €,"1,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,sauerkraut,0.63 €,1.05 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,savoy cabbage,1.05 €,1.68 €,"1,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,strawberry,4.19 €,7.33 €,"2,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,sweet cherry,3.14 €,3.77 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,sweet cherry kordia,3.14 €,4.19 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,sweet cherry regina,1.88 €,3.77 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,sweet potato,1.47 €,2.09 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,tomato,5.03 €,7.33 €,"6,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,tomato cherry Spain,1.26 €,1.68 €,"250,00 g",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,tomato cherry branch,3.56 €,3.98 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,tomato raspberry,5.24 €,7.33 €,"6,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,vegetables early,8.38 €,10.47 €,"10,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,watermelon,0.38 €,0.84 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,watermelon seedless,1.15 €,1.36 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,young beet,4.19 €,8.38 €,"10,00 psc",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lodz (Zjazdowa),30.07.2026,zucchini,0.63 €,1.05 €,"1,00 kg",0.0%,https://www.fresh-market.info/price-quotations/poland/lodz-zjazdowa
Poland,Lublin (LRH),28.07.2026,almond,9.63 €,9.63 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,apple Lobo,0.56 €,1.12 €,kg,+14.1%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,apple Prince,0.63 €,0.9 €,kg,+2.8%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,apple genewa,0.7 €,1.36 €,kg,+5.3%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,apple piros,0.7 €,1.36 €,kg,+85.5%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,apple rubin,0.63 €,0.9 €,kg,-2.7%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,apricot imp,1.68 €,2.3 €,kg,-13.6%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,apricot pl,1.38 €,2.3 €,kg,-2.2%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,avocado,0.94 €,0.94 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,bananas,1.01 €,1.36 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,basil herbst fresh,2.72 €,2.72 €,psc,+36.8%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,been jaś karłowy,1.47 €,1.47 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,been jaś large,6.28 €,6.28 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,been small aura,1.88 €,1.88 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,beet greens,0.84 €,0.84 €,bunch,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,beet red early,0.42 €,0.63 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,berry,10.05 €,11.52 €,kg,-1.9%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,blackberries,1.57 €,1.57 €,250g,-25.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,blueberry,3.14 €,4.19 €,kg,-16.7%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,broad bean,2.3 €,3.14 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,broccoli,1.05 €,1.26 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,bystra woda (5l),0.7 €,0.7 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,cabbage red,0.63 €,0.63 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,cabbage white fresh-grown,0.84 €,0.84 €,psc,-11.1%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,carrots young,0.63 €,0.84 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,cauliflower,1.26 €,1.68 €,psc,-15.2%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,celery,1.05 €,1.05 €,kg,-9.1%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,celery stalk,1.05 €,1.26 €,psc,+10.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,chanterelle,12.57 €,12.57 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,cherry,1.88 €,2.51 €,kg,+16.7%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,cherry tomato,2.09 €,3.14 €,kg,-24.2%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,chinese cabbage,0.84 €,1.05 €,kg,+5.9%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,chives,0.42 €,0.42 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,"cisowianka gaz (1,5l)",0.41 €,0.41 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,"cisowianka n/g (1,5l)",0.41 €,0.41 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,corn,0.63 €,1.26 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,cucumber lightly salted,1.98 €,2.51 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,cucumber long domestic,1.05 €,1.26 €,kg,-18.5%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,cucumber short domestic,0.63 €,1.26 €,kg,+12.5%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,currant black,2.3 €,2.3 €,500g,-8.3%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,currant red,1.68 €,1.68 €,500g,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,dill,0.52 €,0.52 €,bunch,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,dill for pickling,0.42 €,0.52 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,dried apricot,8.38 €,8.38 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,eggplant,1.05 €,1.47 €,kg,-7.7%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,figs dried,5.45 €,5.45 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,flaki wołowe frozen,4.17 €,4.17 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,flat-leaf parsley,0.42 €,0.42 €,bunch,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,garlic,0.38 €,0.52 €,psc,+22.9%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,ginger,3.14 €,3.35 €,kg,-6.1%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,grapefruits red,1.47 €,1.88 €,kg,-3.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,grapes black,2.72 €,2.93 €,kg,-11.5%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,grapes white,2.93 €,3.67 €,kg,+3.3%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,green beans asparagus yellow,2.09 €,3.35 €,kg,-13.3%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,halibut (tusza mrożona),10.05 €,10.05 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,horseradish,2.09 €,3.77 €,kg,-12.5%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,karczek,3.52 €,4.38 €,kg,+12.2%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,kiwi,2.93 €,3.77 €,kg,-8.6%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,krewetki frozen,9.42 €,9.42 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,kurczak,2.7 €,3.73 €,kg,+19.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,lawenda (zioła),3.56 €,3.56 €,psc,+13.3%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,leaf laurowy,5.03 €,5.03 €,psc,+20.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,leek,0.63 €,0.73 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,lemons,2.09 €,2.51 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,lentils,2.09 €,2.09 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,lettuce butterhead,0.63 €,0.63 €,psc,-16.2%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,lettuce iceberg,1.05 €,1.26 €,psc,+5.8%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,lettuce mix,0.94 €,0.94 €,100 g,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,lettuce roman,1.36 €,1.47 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,lime,3.77 €,4.19 €,kg,+2.7%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,mandarins,1.47 €,1.78 €,kg,-13.9%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,mangoes,1.05 €,1.05 €,psc,-9.1%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,melon,2.09 €,2.09 €,psc,-4.8%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,mint herbst fresh,3.56 €,3.56 €,psc,+30.8%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,miruna with skórą (filet),5.24 €,6.28 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,morszczuk (tusza mrożona),3.35 €,3.35 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,mushroom,1.88 €,2.3 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,nectarines,1.88 €,2.72 €,kg,-2.2%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,nut fennel with łupiną,3.35 €,3.77 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,nut hazel with łupiną,2.93 €,4.19 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,nut hazel without shell,7.33 €,10.47 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,onion,0.28 €,0.42 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,onion sweet,1.26 €,1.47 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,onion young,1.26 €,1.68 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,oranges,1.05 €,1.88 €,kg,-9.7%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,oyster mushroom,4.19 €,5.45 €,kg,+15.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,parsley young,1.68 €,1.68 €,kg,+9.6%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,peach imp,1.68 €,2.3 €,kg,-5.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,peach pl,1.88 €,1.88 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,pears imp,1.57 €,1.68 €,kg,-3.1%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,peas łupany,0.84 €,0.84 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,pepper green,0.63 €,1.26 €,kg,-57.1%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,pepper hot,1.68 €,5.03 €,kg,-5.9%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,pepper red,1.26 €,2.09 €,kg,-23.8%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,pickled gherkins,1.98 €,2.3 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
Poland,Lublin (LRH),28.07.2026,pineapple,2.3 €,3.77 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/lublin-lrh
